number,state,value,seed,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable,collapsed,progress,final_success,final_payoff,final_comb_tilt,final_sender_transposition,final_receiver_transposition,final_min_transposition
2,COMPLETE,0.191,107,3,0.220,12,1.000,0.220,7.000,0.025,0.080,0.600,false,false,0.184,0.278,1.451,0.148,0.312,0.271,0.271
2,COMPLETE,0.191,108,3,0.220,12,1.000,0.220,7.000,0.025,0.080,0.600,false,false,0.148,0.289,1.641,0.118,0.129,0.172,0.129
2,COMPLETE,0.191,109,3,0.220,12,1.000,0.220,7.000,0.025,0.080,0.600,false,false,0.174,0.287,1.657,0.139,0.210,0.225,0.210
3,COMPLETE,7.992,100,5,0.360,16,1.000,0.460,9.000,0.020,0.130,0.700,true,false,1.000,0.485,6.136,0.843,0.866,0.887,0.866
3,COMPLETE,7.992,101,5,0.360,16,1.000,0.460,9.000,0.020,0.130,0.700,true,false,1.000,0.460,5.680,0.872,0.774,0.684,0.684
3,COMPLETE,7.992,102,5,0.360,16,1.000,0.460,9.000,0.020,0.130,0.700,false,false,0.966,0.412,4.909,0.773,0.801,0.801,0.801
3,COMPLETE,7.992,103,5,0.360,16,1.000,0.460,9.000,0.020,0.130,0.700,true,false,1.000,0.429,5.234,0.829,0.823,0.764,0.764
3,COMPLETE,7.992,104,5,0.360,16,1.000,0.460,9.000,0.020,0.130,0.700,true,false,1.000,0.438,5.393,0.827,0.815,0.803,0.803
3,COMPLETE,7.992,105,5,0.360,16,1.000,0.460,9.000,0.020,0.130,0.700,true,false,1.000,0.463,5.752,0.806,0.831,0.855,0.831
3,COMPLETE,7.992,106,5,0.360,16,1.000,0.460,9.000,0.020,0.130,0.700,false,false,0.987,0.467,5.662,0.790,0.800,0.761,0.761
3,COMPLETE,7.992,107,5,0.360,16,1.000,0.460,9.000,0.020,0.130,0.700,true,false,1.000,0.470,5.949,0.882,0.777,0.765,0.765
3,COMPLETE,7.992,108,5,0.360,16,1.000,0.460,9.000,0.020,0.130,0.700,true,false,1.000,0.447,5.636,0.861,0.804,0.808,0.804
3,COMPLETE,7.992,109,5,0.360,16,1.000,0.460,9.000,0.020,0.130,0.700,false,false,0.962,0.467,5.750,0.770,0.837,0.846,0.837
4,COMPLETE,0.573,100,9,0.240,4,1.000,0.220,8.500,0.020,0.060,0.000,false,false,0.685,0.445,4.451,0.613,0.409,0.342,0.342
4,COMPLETE,0.573,101,9,0.240,4,1.000,0.220,8.500,0.020,0.060,0.000,false,false,0.455,0.430,4.459,0.864,0.228,0.532,0.228
4,COMPLETE,0.573,102,9,0.240,4,1.000,0.220,8.500,0.020,0.060,0.000,false,false,0.379,0.472,4.466,0.303,0.358,0.269,0.269
4,COMPLETE,0.573,103,9,0.240,4,1.000,0.220,8.500,0.020,0.060,0.000,false,false,0.550,0.454,4.661,0.791,0.358,0.275,0.275
4,COMPLETE,0.573,104,9,0.240,4,1.000,0.220,8.500,0.020,0.060,0.000,false,false,0.971,0.444,4.576,0.777,0.701,0.523,0.523
4,COMPLETE,0.573,105,9,0.240,4,1.000,0.220,8.500,0.020,0.060,0.000,false,false,0.586,0.433,4.197,0.469,0.319,0.349,0.319
4,COMPLETE,0.573,106,9,0.240,4,1.000,0.220,8.500,0.020,0.060,0.000,false,false,0.469,0.466,4.484,0.375,0.362,0.534,0.362
4,COMPLETE,0.573,107,9,0.240,4,1.000,0.220,8.500,0.020,0.060,0.000,false,false,0.854,0.457,4.713,0.747,0.427,0.429,0.427
4,COMPLETE,0.573,108,9,0.240,4,1.000,0.220,8.500,0.020,0.060,0.000,false,false,0.301,0.457,4.275,0.241,0.289,0.449,0.289
4,COMPLETE,0.573,109,9,0.240,4,1.000,0.220,8.500,0.020,0.060,0.000,false,false,0.481,0.451,4.701,0.841,0.240,0.267,0.240
5,COMPLETE,6.906,100,10,0.240,10,1.000,0.460,6.500,0.025,0.100,0.400,false,false,0.561,0.502,6.138,0.764,0.281,0.388,0.281
5,COMPLETE,6.906,101,10,0.240,10,1.000,0.460,6.500,0.025,0.100,0.400,true,false,1.000,0.543,6.899,0.841,0.804,0.811,0.804
5,COMPLETE,6.906,102,10,0.240,10,1.000,0.460,6.500,0.025,0.100,0.400,true,false,1.000,0.538,6.856,0.828,0.676,0.730,0.676
5,COMPLETE,6.906,103,10,0.240,10,1.000,0.460,6.500,0.025,0.100,0.400,false,false,0.687,0.510,6.272,0.782,0.344,0.395,0.344
5,COMPLETE,6.906,104,10,0.240,10,1.000,0.460,6.500,0.025,0.100,0.400,true,false,1.000,0.559,7.206,0.854,0.783,0.740,0.740
5,COMPLETE,6.906,105,10,0.240,10,1.000,0.460,6.500,0.025,0.100,0.400,true,false,1.000,0.593,7.542,0.813,0.847,0.754,0.754
5,COMPLETE,6.906,106,10,0.240,10,1.000,0.460,6.500,0.025,0.100,0.400,true,false,1.000,0.554,7.114,0.844,0.756,0.751,0.751
5,COMPLETE,6.906,107,10,0.240,10,1.000,0.460,6.500,0.025,0.100,0.400,false,false,0.863,0.551,6.633,0.690,0.822,0.758,0.758
5,COMPLETE,6.906,108,10,0.240,10,1.000,0.460,6.500,0.025,0.100,0.400,false,false,0.953,0.529,6.528,0.763,0.701,0.649,0.649
5,COMPLETE,6.906,109,10,0.240,10,1.000,0.460,6.500,0.025,0.100,0.400,true,false,1.000,0.570,7.287,0.843,0.719,0.792,0.719
6,COMPLETE,7.813,100,4,0.410,10,1.000,0.580,7.500,0.020,0.070,0.700,true,false,1.000,0.566,8.265,0.890,0.869,0.887,0.869
6,COMPLETE,7.813,101,4,0.410,10,1.000,0.580,7.500,0.020,0.070,0.700,true,false,1.000,0.569,8.062,0.841,0.842,0.838,0.838
6,COMPLETE,7.813,102,4,0.410,10,1.000,0.580,7.500,0.020,0.070,0.700,false,false,0.269,0.599,6.475,0.222,0.176,0.135,0.135
6,COMPLETE,7.813,103,4,0.410,10,1.000,0.580,7.500,0.020,0.070,0.700,true,false,1.000,0.579,8.295,0.849,0.893,0.862,0.862
6,COMPLETE,7.813,104,4,0.410,10,1.000,0.580,7.500,0.020,0.070,0.700,true,false,1.000,0.552,7.852,0.874,0.812,0.831,0.812
6,COMPLETE,7.813,105,4,0.410,10,1.000,0.580,7.500,0.020,0.070,0.700,true,false,1.000,0.563,8.114,0.885,0.874,0.900,0.874
6,COMPLETE,7.813,106,4,0.410,10,1.000,0.580,7.500,0.020,0.070,0.700,true,false,1.000,0.570,8.172,0.859,0.850,0.834,0.834
6,COMPLETE,7.813,107,4,0.410,10,1.000,0.580,7.500,0.020,0.070,0.700,false,false,0.417,0.545,6.668,0.601,0.209,0.253,0.209
6,COMPLETE,7.813,108,4,0.410,10,1.000,0.580,7.500,0.020,0.070,0.700,true,false,1.000,0.538,7.778,0.903,0.848,0.837,0.837
6,COMPLETE,7.813,109,4,0.410,10,1.000,0.580,7.500,0.020,0.070,0.700,false,false,0.441,0.534,6.035,0.353,0.265,0.256,0.256
7,COMPLETE,2.819,100,10,0.420,7,1.000,0.460,7.000,0.020,0.080,0.900,true,false,1.000,0.773,11.357,0.855,0.746,0.810,0.746
7,COMPLETE,2.819,101,10,0.420,7,1.000,0.460,7.000,0.020,0.080,0.900,false,false,0.932,0.758,10.632,0.746,0.474,0.553,0.474
7,COMPLETE,2.819,102,10,0.420,7,1.000,0.460,7.000,0.020,0.080,0.900,false,false,0.961,0.724,10.280,0.769,0.768,0.773,0.768
7,COMPLETE,2.819,103,10,0.420,7,1.000,0.460,7.000,0.020,0.080,0.900,true,false,1.000,0.794,11.611,0.837,0.875,0.878,0.875
7,COMPLETE,2.819,104,10,0.420,7,1.000,0.460,7.000,0.020,0.080,0.900,false,false,0.759,0.753,11.088,0.866,0.380,0.419,0.380
7,COMPLETE,2.819,105,10,0.420,7,1.000,0.460,7.000,0.020,0.080,0.900,false,false,0.995,0.733,10.518,0.796,0.517,0.511,0.511
7,COMPLETE,2.819,106,10,0.420,7,1.000,0.460,7.000,0.020,0.080,0.900,false,false,0.679,0.724,10.325,0.791,0.339,0.390,0.339
7,COMPLETE,2.819,107,10,0.420,7,1.000,0.460,7.000,0.020,0.080,0.900,false,false,0.476,0.718,10.340,0.809,0.332,0.238,0.238
7,COMPLETE,2.819,108,10,0.420,7,1.000,0.460,7.000,0.020,0.080,0.900,false,false,0.451,0.740,10.776,0.845,0.226,0.250,0.226
7,COMPLETE,2.819,109,10,0.420,7,1.000,0.460,7.000,0.020,0.080,0.900,false,false,0.933,0.711,10.087,0.765,0.580,0.466,0.466
8,COMPLETE,2.851,100,9,0.430,14,1.000,0.540,7.000,0.015,0.130,0.200,false,false,0.741,0.679,10.329,0.774,0.378,0.370,0.370
8,COMPLETE,2.851,101,9,0.430,14,1.000,0.540,7.000,0.015,0.130,0.200,false,false,0.871,0.730,10.808,0.697,0.756,0.705,0.705
8,COMPLETE,2.851,102,9,0.430,14,1.000,0.540,7.000,0.015,0.130,0.200,false,false,0.876,0.726,11.270,0.825,0.526,0.438,0.438
8,COMPLETE,2.851,103,9,0.430,14,1.000,0.540,7.000,0.015,0.130,0.200,false,false,0.982,0.693,10.632,0.786,0.745,0.550,0.550
8,COMPLETE,2.851,104,9,0.430,14,1.000,0.540,7.000,0.015,0.130,0.200,false,false,0.996,0.722,11.175,0.806,0.553,0.498,0.498
8,COMPLETE,2.851,105,9,0.430,14,1.000,0.540,7.000,0.015,0.130,0.200,false,false,0.490,0.691,10.714,0.824,0.245,0.360,0.245
8,COMPLETE,2.851,106,9,0.430,14,1.000,0.540,7.000,0.015,0.130,0.200,false,false,0.845,0.691,10.142,0.676,0.691,0.622,0.622
8,COMPLETE,2.851,107,9,0.430,14,1.000,0.540,7.000,0.015,0.130,0.200,true,false,1.000,0.673,10.469,0.855,0.553,0.659,0.553
8,COMPLETE,2.851,108,9,0.430,14,1.000,0.540,7.000,0.015,0.130,0.200,true,false,1.000,0.700,10.930,0.832,0.583,0.569,0.569
8,COMPLETE,2.851,109,9,0.430,14,1.000,0.540,7.000,0.015,0.130,0.200,false,false,0.709,0.708,10.677,0.760,0.355,0.587,0.355
9,COMPLETE,0.297,100,10,0.220,14,1.000,0.120,4.500,0.045,0.060,0.600,false,false,0.274,0.579,4.692,0.219,0.256,0.166,0.166
9,COMPLETE,0.297,101,10,0.220,14,1.000,0.120,4.500,0.045,0.060,0.600,false,false,0.228,0.562,4.573,0.227,0.114,0.203,0.114
9,COMPLETE,0.297,102,10,0.220,14,1.000,0.120,4.500,0.045,0.060,0.600,false,false,0.548,0.547,4.462,0.454,0.373,0.274,0.274
9,COMPLETE,0.297,103,10,0.220,14,1.000,0.120,4.500,0.045,0.060,0.600,false,false,0.134,0.594,4.858,0.107,0.181,0.222,0.181
9,COMPLETE,0.297,104,10,0.220,14,1.000,0.120,4.500,0.045,0.060,0.600,false,false,0.229,0.586,4.723,0.183,0.258,0.269,0.258
9,COMPLETE,0.297,105,10,0.220,14,1.000,0.120,4.500,0.045,0.060,0.600,false,false,0.316,0.526,4.403,0.809,0.259,0.158,0.158
9,COMPLETE,0.297,106,10,0.220,14,1.000,0.120,4.500,0.045,0.060,0.600,false,false,0.350,0.581,4.726,0.280,0.333,0.343,0.333
9,COMPLETE,0.297,107,10,0.220,14,1.000,0.120,4.500,0.045,0.060,0.600,false,false,0.292,0.586,4.717,0.233,0.217,0.181,0.181
9,COMPLETE,0.297,108,10,0.220,14,1.000,0.120,4.500,0.045,0.060,0.600,false,false,0.444,0.519,4.374,0.532,0.222,0.276,0.222
9,COMPLETE,0.297,109,10,0.220,14,1.000,0.120,4.500,0.045,0.060,0.600,false,false,0.154,0.597,4.981,0.123,0.196,0.266,0.196
10,COMPLETE,3.709,100,6,0.450,13,1.000,0.300,5.500,0.035,0.090,0.200,true,false,1.000,0.708,8.413,0.860,0.801,0.898,0.801
10,COMPLETE,3.709,101,6,0.450,13,1.000,0.300,5.500,0.035,0.090,0.200,true,false,1.000,0.687,8.129,0.869,0.787,0.771,0.771
10,COMPLETE,3.709,102,6,0.450,13,1.000,0.300,5.500,0.035,0.090,0.200,false,false,0.144,0.714,6.974,0.115,0.325,0.500,0.325
10,COMPLETE,3.709,103,6,0.450,13,1.000,0.300,5.500,0.035,0.090,0.200,false,false,0.401,0.698,7.174,0.321,0.204,0.242,0.204
10,COMPLETE,3.709,104,6,0.450,13,1.000,0.300,5.500,0.035,0.090,0.200,false,false,0.913,0.656,7.384,0.804,0.647,0.456,0.456
10,COMPLETE,3.709,105,6,0.450,13,1.000,0.300,5.500,0.035,0.090,0.200,false,false,0.538,0.653,7.126,0.723,0.316,0.269,0.269
10,COMPLETE,3.709,106,6,0.450,13,1.000,0.300,5.500,0.035,0.090,0.200,false,false,0.225,0.618,6.782,0.748,0.199,0.112,0.112
10,COMPLETE,3.709,107,6,0.450,13,1.000,0.300,5.500,0.035,0.090,0.200,true,false,1.000,0.700,8.076,0.825,0.857,0.812,0.812
10,COMPLETE,3.709,108,6,0.450,13,1.000,0.300,5.500,0.035,0.090,0.200,false,false,0.904,0.636,6.941,0.723,0.739,0.746,0.739
10,COMPLETE,3.709,109,6,0.450,13,1.000,0.300,5.500,0.035,0.090,0.200,false,false,0.970,0.691,7.922,0.776,0.865,0.767,0.767
11,COMPLETE,4.953,100,6,0.360,6,1.000,0.400,8.000,0.020,0.130,1.000,true,false,1.000,0.461,5.633,0.812,0.726,0.726,0.726
11,COMPLETE,4.953,101,6,0.360,6,1.000,0.400,8.000,0.020,0.130,1.000,true,false,1.000,0.510,6.399,0.855,0.709,0.709,0.709
11,COMPLETE,4.953,102,6,0.360,6,1.000,0.400,8.000,0.020,0.130,1.000,false,false,0.911,0.501,6.029,0.729,0.738,0.738,0.738
11,COMPLETE,4.953,103,6,0.360,6,1.000,0.400,8.000,0.020,0.130,1.000,true,false,1.000,0.512,6.320,0.814,0.741,0.741,0.741
11,COMPLETE,4.953,104,6,0.360,6,1.000,0.400,8.000,0.020,0.130,1.000,false,false,0.940,0.496,6.005,0.752,0.786,0.786,0.786
11,COMPLETE,4.953,105,6,0.360,6,1.000,0.400,8.000,0.020,0.130,1.000,false,false,0.984,0.463,5.627,0.787,0.647,0.647,0.647
11,COMPLETE,4.953,106,6,0.360,6,1.000,0.400,8.000,0.020,0.130,1.000,false,false,0.910,0.478,5.727,0.728,0.716,0.716,0.716
11,COMPLETE,4.953,107,6,0.360,6,1.000,0.400,8.000,0.020,0.130,1.000,true,false,1.000,0.495,6.106,0.819,0.655,0.655,0.655
11,COMPLETE,4.953,108,6,0.360,6,1.000,0.400,8.000,0.020,0.130,1.000,false,false,0.799,0.467,5.381,0.639,0.689,0.689,0.689
11,COMPLETE,4.953,109,6,0.360,6,1.000,0.400,8.000,0.020,0.130,1.000,false,false,0.984,0.494,6.049,0.788,0.666,0.666,0.666
12,COMPLETE,0.219,100,3,0.420,16,1.000,0.320,8.500,0.040,0.120,0.300,false,false,0.214,0.480,3.206,0.171,0.180,0.180,0.180
12,COMPLETE,0.219,101,3,0.420,16,1.000,0.320,8.500,0.040,0.120,0.300,false,false,0.290,0.446,2.809,0.232,0.284,0.263,0.263
12,COMPLETE,0.219,102,3,0.420,16,1.000,0.320,8.500,0.040,0.120,0.300,false,false,0.144,0.485,3.250,0.115,0.229,0.315,0.229
12,COMPLETE,0.219,103,3,0.420,16,1.000,0.320,8.500,0.040,0.120,0.300,false,false,0.284,0.481,3.219,0.232,0.178,0.142,0.142
12,COMPLETE,0.219,104,3,0.420,16,1.000,0.320,8.500,0.040,0.120,0.300,false,false,0.285,0.464,3.041,0.228,0.188,0.260,0.188
12,COMPLETE,0.219,105,3,0.420,16,1.000,0.320,8.500,0.040,0.120,0.300,false,false,0.189,0.467,3.023,0.151,0.205,0.197,0.197
12,COMPLETE,0.219,106,3,0.420,16,1.000,0.320,8.500,0.040,0.120,0.300,false,false,0.220,0.457,2.885,0.176,0.289,0.151,0.151
12,COMPLETE,0.219,107,3,0.420,16,1.000,0.320,8.500,0.040,0.120,0.300,false,false,0.217,0.468,3.058,0.174,0.205,0.294,0.205
12,COMPLETE,0.219,108,3,0.420,16,1.000,0.320,8.500,0.040,0.120,0.300,false,false,0.130,0.454,2.762,0.104,0.320,0.510,0.320
12,COMPLETE,0.219,109,3,0.420,16,1.000,0.320,8.500,0.040,0.120,0.300,false,false,0.219,0.469,3.055,0.175,0.311,0.193,0.193
13,COMPLETE,2.460,100,7,0.320,13,1.000,0.360,6.500,0.035,0.050,0.500,false,false,0.410,0.562,5.711,0.799,0.265,0.205,0.205
13,COMPLETE,2.460,101,7,0.320,13,1.000,0.360,6.500,0.035,0.050,0.500,true,false,1.000,0.620,6.985,0.902,0.837,0.899,0.837
13,COMPLETE,2.460,102,7,0.320,13,1.000,0.360,6.500,0.035,0.050,0.500,false,false,0.165,0.628,5.996,0.332,0.116,0.082,0.082
13,COMPLETE,2.460,103,7,0.320,13,1.000,0.360,6.500,0.035,0.050,0.500,false,false,0.412,0.623,6.033,0.403,0.274,0.206,0.206
13,COMPLETE,2.460,104,7,0.320,13,1.000,0.360,6.500,0.035,0.050,0.500,false,false,0.176,0.627,6.084,0.312,0.088,0.128,0.088
13,COMPLETE,2.460,105,7,0.320,13,1.000,0.360,6.500,0.035,0.050,0.500,true,false,1.000,0.602,6.708,0.879,0.823,0.831,0.823
13,COMPLETE,2.460,106,7,0.320,13,1.000,0.360,6.500,0.035,0.050,0.500,false,false,0.454,0.593,5.632,0.363,0.254,0.237,0.237
13,COMPLETE,2.460,107,7,0.320,13,1.000,0.360,6.500,0.035,0.050,0.500,false,false,0.352,0.575,5.580,0.518,0.176,0.184,0.176
13,COMPLETE,2.460,108,7,0.320,13,1.000,0.360,6.500,0.035,0.050,0.500,false,false,0.258,0.602,5.664,0.295,0.129,0.180,0.129
13,COMPLETE,2.460,109,7,0.320,13,1.000,0.360,6.500,0.035,0.050,0.500,false,false,0.369,0.585,5.817,0.597,0.202,0.184,0.184
14,COMPLETE,0.138,100,4,0.290,16,1.000,0.140,6.500,0.060,0.060,1.000,false,false,0.175,0.466,1.883,0.140,0.167,0.167,0.167
14,COMPLETE,0.138,101,4,0.290,16,1.000,0.140,6.500,0.060,0.060,1.000,false,false,0.119,0.476,1.987,0.095,0.252,0.252,0.252
14,COMPLETE,0.138,102,4,0.290,16,1.000,0.140,6.500,0.060,0.060,1.000,false,false,0.147,0.482,2.020,0.117,0.119,0.119,0.119
14,COMPLETE,0.138,103,4,0.290,16,1.000,0.140,6.500,0.060,0.060,1.000,false,false,0.174,0.473,1.942,0.139,0.121,0.121,0.121
14,COMPLETE,0.138,104,4,0.290,16,1.000,0.140,6.500,0.060,0.060,1.000,false,false,0.163,0.470,1.873,0.130,0.224,0.224,0.224
14,COMPLETE,0.138,105,4,0.290,16,1.000,0.140,6.500,0.060,0.060,1.000,false,false,0.081,0.480,1.850,0.065,0.111,0.111,0.111
14,COMPLETE,0.138,106,4,0.290,16,1.000,0.140,6.500,0.060,0.060,1.000,false,false,0.108,0.456,1.710,0.086,0.261,0.261,0.261
14,COMPLETE,0.138,107,4,0.290,16,1.000,0.140,6.500,0.060,0.060,1.000,false,false,0.149,0.464,1.786,0.119,0.287,0.287,0.287
14,COMPLETE,0.138,108,4,0.290,16,1.000,0.140,6.500,0.060,0.060,1.000,false,false,0.135,0.475,1.859,0.108,0.254,0.254,0.254
14,COMPLETE,0.138,109,4,0.290,16,1.000,0.140,6.500,0.060,0.060,1.000,false,false,0.131,0.461,1.875,0.105,0.115,0.115,0.115
15,COMPLETE,4.904,100,10,0.270,14,1.000,0.320,5.000,0.045,0.090,0.600,false,false,0.591,0.596,6.075,0.753,0.309,0.296,0.296
15,COMPLETE,4.904,101,10,0.270,14,1.000,0.320,5.000,0.045,0.090,0.600,false,false,0.955,0.605,6.219,0.764,0.694,0.560,0.560
15,COMPLETE,4.904,102,10,0.270,14,1.000,0.320,5.000,0.045,0.090,0.600,false,false,0.905,0.613,6.213,0.724,0.796,0.742,0.742
15,COMPLETE,4.904,103,10,0.270,14,1.000,0.320,5.000,0.045,0.090,0.600,true,false,1.000,0.605,6.546,0.886,0.749,0.741,0.741
15,COMPLETE,4.904,104,10,0.270,14,1.000,0.320,5.000,0.045,0.090,0.600,true,false,1.000,0.625,6.695,0.824,0.798,0.822,0.798
15,COMPLETE,4.904,105,10,0.270,14,1.000,0.320,5.000,0.045,0.090,0.600,true,false,1.000,0.615,6.641,0.890,0.808,0.790,0.790
15,COMPLETE,4.904,106,10,0.270,14,1.000,0.320,5.000,0.045,0.090,0.600,false,false,0.962,0.652,6.827,0.769,0.831,0.823,0.823
15,COMPLETE,4.904,107,10,0.270,14,1.000,0.320,5.000,0.045,0.090,0.600,false,false,0.720,0.575,5.762,0.775,0.360,0.415,0.360
15,COMPLETE,4.904,108,10,0.270,14,1.000,0.320,5.000,0.045,0.090,0.600,true,false,1.000,0.632,6.722,0.803,0.820,0.744,0.744
15,COMPLETE,4.904,109,10,0.270,14,1.000,0.320,5.000,0.045,0.090,0.600,false,false,0.903,0.553,5.757,0.840,0.467,0.452,0.452
16,COMPLETE,0.739,100,9,0.320,5,1.000,0.120,5.500,0.020,0.080,0.500,false,false,0.836,0.611,6.691,0.669,0.738,0.712,0.712
16,COMPLETE,0.739,101,9,0.320,5,1.000,0.120,5.500,0.020,0.080,0.500,false,false,0.984,0.600,6.729,0.787,0.763,0.764,0.763
16,COMPLETE,0.739,102,9,0.320,5,1.000,0.120,5.500,0.020,0.080,0.500,false,false,0.678,0.608,6.573,0.542,0.457,0.561,0.457
16,COMPLETE,0.739,103,9,0.320,5,1.000,0.120,5.500,0.020,0.080,0.500,false,false,0.358,0.623,6.615,0.314,0.205,0.179,0.179
16,COMPLETE,0.739,104,9,0.320,5,1.000,0.120,5.500,0.020,0.080,0.500,false,false,0.809,0.609,6.661,0.647,0.672,0.613,0.613
16,COMPLETE,0.739,105,9,0.320,5,1.000,0.120,5.500,0.020,0.080,0.500,false,false,0.564,0.624,6.781,0.581,0.282,0.298,0.282
16,COMPLETE,0.739,106,9,0.320,5,1.000,0.120,5.500,0.020,0.080,0.500,false,false,0.782,0.635,6.961,0.626,0.741,0.718,0.718
16,COMPLETE,0.739,107,9,0.320,5,1.000,0.120,5.500,0.020,0.080,0.500,false,false,0.603,0.562,6.204,0.759,0.301,0.597,0.301
16,COMPLETE,0.739,108,9,0.320,5,1.000,0.120,5.500,0.020,0.080,0.500,false,false,0.826,0.611,6.762,0.720,0.413,0.472,0.413
16,COMPLETE,0.739,109,9,0.320,5,1.000,0.120,5.500,0.020,0.080,0.500,false,false,0.949,0.600,6.632,0.759,0.639,0.544,0.544
17,COMPLETE,2.496,100,8,0.240,12,1.000,0.380,9.000,0.030,0.050,0.500,false,false,0.192,0.502,4.100,0.154,0.284,0.267,0.267
17,COMPLETE,2.496,101,8,0.240,12,1.000,0.380,9.000,0.030,0.050,0.500,false,false,0.299,0.489,4.074,0.239,0.198,0.227,0.198
17,COMPLETE,2.496,102,8,0.240,12,1.000,0.380,9.000,0.030,0.050,0.500,false,false,0.259,0.441,3.615,0.432,0.217,0.129,0.129
